1,0,-1.749616,0.854000,0.259675
1,365,-1.463752,1.180000,0.315345
1,730,-1.194490,1.310000,0.357138
1,1095,-1.075046,1.370000,0.375578
1,1461,-0.939832,1.435000,0.397035
1,1826,-0.841446,1.490000,0.412556
1,2191,-0.764056,1.540000,0.425220
1,2556,-0.739690,1.580000,0.428199
1,2922,-3.868725,1.617500,0.136177
1,3287,-0.780582,1.640000,0.416466
1,3652,-0.846586,1.660000,0.402327
1,4017,-0.888190,1.685000,0.392615
1,4383,-0.946766,1.702500,0.381206
1,4748,-0.967857,1.717500,0.377896
1,5113,-1.006603,1.725000,0.372631
1,5478,-1.059407,1.727500,0.366122
1,5844,-1.099420,1.730000,0.362606
1,6209,-1.119440,1.730000,0.360136
1,6939,-1.129092,1.730000,0.358854
1,7305,-1.138026,1.730000,0.357495
